name,city,review_count,hours,neighborhood,categories,latitude,stars,attributes,longitude,address,postal_code,state,is_open,business_id,type
Luciano d'Orazio,Montréal,4,"['Wednesday 11:30-14:0', 'Wednesday 17:30-22:0', 'Thursday 11:30-14:0', 'Thursday 17:30-22:0', 'Friday 11:30-14:0', 'Friday 17:30-22:0', 'Saturday 17:30-22:0']",Rosemont-La Petite-Patrie,"['Italian', 'Restaurants']",45.5403308,5.0,"[""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'GoodForKids: False', 'HasTV: False', 'RestaurantsAttire: casual', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: free']",-73.6040118,1212 Rue Saint-Zotique Est,H2S 1N5,QC,1,1mGHeSYj-iCilxQYLXSlUg,business
Forgotten Taste Pierogies,Wexford,20,"['Monday 11:0-18:0', 'Tuesday 11:0-20:0', 'Wednesday 11:0-20:0', 'Thursday 11:0-20:0', 'Friday 11:0-20:0', 'Saturday 11:0-18:0']",,"['Beverage Store', 'Food', 'Imported Food', 'Polish', 'Desserts', 'Restaurants', 'Specialty Food', 'Ethnic Food']",40.6313085,4.0,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True']",-80.0577167,11978 Rt 19,15090,PA,1,wU_V--OY2HOE2qNcDtRP_g,business
Babystacks Cafe,Las Vegas,370,"['Monday 7:0-14:0', 'Tuesday 7:0-14:0', 'Wednesday 7:0-14:0', 'Thursday 7:0-14:0', 'Friday 7:0-14:0', 'Saturday 7:0-15:0', 'Sunday 7:0-15:0']",Centennial,"['Cafes', 'Restaurants', 'American (New)', 'Hawaiian', 'Breakfast & Brunch']",36.2896832,4.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: free', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""]",-115.2868474,"7090 N Durango Dr, Ste 140",89149,NV,1,s0vNtuLs1cwEqHTXKiS05w,business
My Corner Chinese Restaurant,Glendale,26,,,"['Restaurants', 'Chinese']",33.6557032,3.0,"['BikeParking: False', 'BusinessAcceptsCreditCards: True', 'GoodForKids: True', 'HasTV: True', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True', 'WiFi: no']",-112.1527765,4330 W Union Hills Dr,85308,AZ,1,_YerZzosnwAs6R6p1FNkUQ,business
Arby's Roast Town,Ajax,4,,,"['Restaurants', 'Fast Food']",43.860411,2.0,,-79.026768,4 Harwood Avenue S,L1S 7L8,ON,0,RhW10TG5kdk-Hbi3yvQNuQ,business
The Nauti Mermaid,Cleveland,169,"['Monday 11:30-2:30', 'Tuesday 11:30-2:30', 'Wednesday 11:30-2:30', 'Thursday 11:30-2:30', 'Friday 11:30-2:30', 'Saturday 11:30-2:30', 'Sunday 11:30-2:30']",Warehouse District,"['Seafood', 'Restaurants', 'Food', 'Breakfast & Brunch', 'Desserts']",41.4990767,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: False', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no']",-81.6984682,1378 W 6th St,44113,OH,1,Qeie5-8-S_hLPk7_ujpajw,business
Zen Asia Lifestyle,Ludwigsburg,4,"['Monday 9:30-20:0', 'Tuesday 9:30-20:0', 'Wednesday 9:30-20:0', 'Thursday 9:30-20:0', 'Friday 9:30-20:0', 'Saturday 9:30-20:0']",,"['Sushi Bars', 'Asian Fusion', 'Thai', 'Restaurants']",48.8962,3.0,"['BusinessAcceptsCreditCards: False', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'OutdoorSeating: False', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",9.1883,Wilhelmstr. 26,71638,BW,1,AJN8VuJOARZdonfVg394zg,business
Cruisers,Mesa,10,,,"['Chicken Wings', 'Burgers', 'Fast Food', 'Restaurants']",33.4081276,4.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'DriveThru: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: free']",-111.7895074,1942 E Broadway Rd,85204,AZ,0,YM0eGFRw4Sio8qBlcIYFoA,business
Apple Dumpling Cafe,Mesa,4,,,"['American (Traditional)', 'Restaurants']",33.380136,2.5,"['Alcohol: none', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",-111.763318,3130 E Baseline Rd,85204,AZ,0,HodK8_GQYmyrZx0s8j95Uw,business
Charley's Steakery,Mesa,8,,,"['Sandwiches', 'Restaurants', 'Fast Food']",33.3830888,3.0,"['Alcohol: none', 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True']",-111.8026577,"1649 S Stapley Dr, Ste 106",85204,AZ,0,_FSuj1Xrlu37MdbA5D7y0Q,business
Jack in the Box,Mesa,8,,,"['Restaurants', 'Fast Food']",33.395303,2.0,"['Alcohol: none', 'BikeParking: False', 'BusinessAcceptsCreditCards: True', 'Caters: False', 'DriveThru: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True']",-111.753355,1105 S Val Vista Dr,85204,AZ,1,mEFYW1435KepKLSBcpXkjA,business
Ronnie B's Southern Kitchen & Taps,Toronto,8,"['Monday 12:0-0:0', 'Tuesday 11:30-1:0', 'Wednesday 11:30-1:0', 'Thursday 11:30-2:0', 'Friday 11:30-2:0', 'Saturday 11:30-2:0', 'Sunday 12:0-0:0']",Cabbagetown,"['Restaurants', 'Soul Food', 'American (Traditional)', 'Southern', 'Food']",43.6642408,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True']",-79.3681056,243 Carlton Street,M5A 2L2,ON,0,Bz6UcQZgRkrGtDwcagvt9w,business
Donatos Shaker Heights,Shaker Heights,7,"['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-0:0', 'Saturday 11:0-0:0', 'Sunday 11:0-23:0']",,"['Pizza', 'Restaurants', 'Salad', 'Sandwiches']",41.465283,3.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True']",-81.538416,20116 Van Aken Blvd,44122,OH,1,2QvAgu0Jgoa_BzD7XP7Tqg,business
Burrito Drive,Madison,100,"['Monday 11:0-3:0', 'Tuesday 11:0-3:0', 'Wednesday 11:0-3:0', 'Thursday 11:0-3:0', 'Friday 11:0-3:0', 'Saturday 11:0-3:0', 'Sunday 11:0-3:0']",Williamson - Marquette,"['Restaurants', 'Mexican']",43.0810278,3.5,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",-89.3689566,310 S Brearly St,53703,WI,1,pUmECN5N94AQAe0DtptuYA,business
Stars Burgers,Indian Trail,23,"['Monday 11:0-21:0', 'Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-21:0', 'Saturday 11:0-21:0', 'Sunday 11:0-21:0']",,"['Burgers', 'Restaurants']",35.0697041,3.5,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'DriveThru: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: free']",-80.6768203,633 Indian Trl Rd S,28079,NC,0,xjHG4M4hDHawmZQkSwf30g,business
Stownut Donut & Diner,Stow,48,"['Monday 6:30-14:0', 'Tuesday 6:30-14:0', 'Wednesday 6:30-14:0', 'Thursday 6:30-14:0', 'Friday 6:30-14:0', 'Saturday 7:0-14:0', 'Sunday 7:0-14:0']",,"['Food', 'Donuts', 'Restaurants', 'Fast Food', 'Breakfast & Brunch']",41.167498,4.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'DogsAllowed: False', 'DriveThru: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",-81.404067,3055 Graham Rd,44224,OH,1,-MC7EFxTsyKMKB3zeP_FIQ,business
FV Foods Mississaauga - Franchise,Mississauga,4,"['Monday 10:0-20:0', 'Tuesday 10:0-20:0', 'Wednesday 10:0-20:0', 'Thursday 10:0-20:0', 'Friday 10:0-20:0', 'Saturday 10:0-19:0', 'Sunday 10:0-19:0']",Dixie,"['Bakeries', 'Restaurants', 'Food', 'Filipino']",43.6040563,3.5,,-79.5907781,"1125 Dundas Street E, Unit 10",L4Y 2C4,ON,1,ZRdxelZGlxm2jx-WShovng,business
Ka Hing Kitchen,Markham,6,,Milliken,['Restaurants'],43.8261994,3.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no']",-79.3063174,4300 Av Steeles E,L3R 0Y5,ON,1,ihk6lWFPuVi___DSucNelQ,business
Dogwood Southern Table & Bar,Charlotte,145,"['Monday 17:0-21:0', 'Tuesday 11:30-14:0', 'Tuesday 17:0-21:0', 'Wednesday 11:30-14:0', 'Wednesday 17:0-21:0', 'Thursday 11:30-14:0', 'Thursday 17:0-22:0', 'Friday 11:30-14:0', 'Friday 17:0-22:0', 'Saturday 17:0-22:0', 'Sunday 11:0-14:0']",South Park,"['American (New)', 'Restaurants', 'Southern']",35.145938695,4.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': True}"", 'Caters: True', 'GoodForKids: False', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",-80.8300620574,"4905 Ashley Park Ln, Ste D",28210,NC,1,Qsg-2Coum0ccbXuJWDwZqA,business
Classic Italian Pizza,Tempe,110,"['Tuesday 17:0-21:30', 'Wednesday 17:0-21:30', 'Thursday 17:0-21:30', 'Friday 17:0-21:30', 'Saturday 17:0-21:30', 'Sunday 17:0-21:30']",,"['Restaurants', 'Pizza']",33.3796037,4.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",-111.9222579,"1030 E Baseline Rd, Ste 156",85283,AZ,0,dEq4Yj50tWOSzxqXloahsw,business
The Rice Kitchen,Toronto,7,"['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 12:0-22:0']",Scarborough,"['Restaurants', 'Chinese', 'Food', 'Food Delivery Services']",43.74689,3.5,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True']",-79.28834,2131 Lawrence Ave E,M1R 3A3,ON,1,B8jsJJMhbASM2IvkU4tmKg,business
daras pizzaservice,Stuttgart,3,"['Monday 11:0-13:30', 'Monday 16:45-23:0', 'Tuesday 11:0-13:30', 'Tuesday 16:45-23:0', 'Wednesday 11:0-13:30', 'Wednesday 16:45-23:0', 'Thursday 11:0-13:30', 'Thursday 16:45-23:0', 'Friday 11:0-13:30', 'Friday 16:45-23:0', 'Saturday 12:0-13:0', 'Saturday 13:0-23:0', 'Sunday 12:0-13:0', 'Sunday 13:0-23:0']",,"['Food Delivery Services', 'Restaurants', 'Pizza', 'Food']",48.8131041,5.0,"['Alcohol: beer_and_wine', 'BusinessAcceptsCreditCards: False', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",9.231035,Schmidenerstr. 137,70374,BW,1,6L7tz50A8rQBBQzn8T-wwQ,business
Firth of Froth,Edinburgh,3,"['Monday 7:30-17:0', 'Tuesday 7:30-17:0', 'Wednesday 7:30-17:0', 'Thursday 7:30-17:0', 'Friday 7:30-17:0', 'Saturday 9:30-16:0']",New Town,"['Sandwiches', 'Coffee & Tea', 'Restaurants', 'Food']",55.9571749,2.0,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', 'OutdoorSeating: True', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WiFi: free']",-3.1878937,43 Broughton Street,EH1 3JU,EDH,1,IeAmv6Y14ZEBVPfdjQy2BA,business
Gourmet Malaysia,Scarborough,176,"['Monday 11:0-22:30', 'Tuesday 11:0-22:30', 'Wednesday 11:0-22:30', 'Thursday 11:0-22:30', 'Friday 11:0-23:30', 'Saturday 11:0-23:30', 'Sunday 11:0-23:0']",Scarborough,"['Singaporean', 'Indonesian', 'Restaurants', 'Malaysian']",43.7885129161,3.5,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",-79.2665494794,"4466 Sheppard Avenue E, Unit 101",M1S 1V2,ON,1,9XcWAcp1dCpcLcHTBENn-Q,business
Sushi Factory,Henderson,29,,Anthem,"['Japanese', 'Restaurants', 'Sushi Bars']",35.9975649,3.0,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",-115.1025545,"10720 S Eastern Ave, Ste 100",89052,NV,0,7B3n6hizoL2CF0dEiJ0x6A,business
Ming Room,Mississauga,22,"['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-23:0', 'Saturday 12:0-23:0', 'Sunday 12:0-22:0']",,"['Restaurants', 'Halal', 'Asian Fusion', 'Chinese']",43.597558,3.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', 'GoodForKids: True', 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True']",-79.7348698,6461 Mississauga Road,L5N 1A6,ON,1,i0u5CzG81LrEwAI0X5OVkQ,business
Nak Won Restaurant,Markham,119,,Brown's Corners,"['Restaurants', 'Korean']",43.8484522656,2.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",-79.3501473096,"3225 Highway 7, Unit 3",L3R 3P9,ON,1,syRPwPqdV6h3eenuV1d6rg,business
