name,city,review_count,hours,neighborhood,categories,latitude,stars,attributes,longitude,address,postal_code,state,is_open,business_id,type
New York Bagel Café And Deli,Waxhaw,5,"['Monday 6:0-17:0', 'Tuesday 6:0-17:0', 'Wednesday 6:0-17:0', 'Thursday 6:0-17:0', 'Friday 6:0-17:0', 'Saturday 6:0-17:0', 'Sunday 7:0-16:0']",,"['Bagels', 'Cafes', 'Restaurants', 'Delis', 'Food']",35.0011763,2.5,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed: False', 'GoodForKids: False', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 4', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",-80.6959945,6400 Weddington Rd,28173,NC,0,w1feKR_mQLonZB78OGTpyw,business
Lamm,Ostfildern,4,,,"['Swabian', 'German', 'International', 'Restaurants']",48.70721,4.5,"['BusinessAcceptsCreditCards: False', 'DogsAllowed: False', 'OutdoorSeating: True', 'RestaurantsDelivery: False', 'RestaurantsTakeOut: False']",9.261434,Plieninger Str. 3/1,73760,BW,1,fP_KKgMBCw6UDhWZsbRC2Q,business
Doughbelly Subs,Mahomet,4,"['Monday 10:30-20:30', 'Tuesday 10:30-20:30', 'Wednesday 10:30-20:30', 'Thursday 10:30-20:30', 'Friday 10:30-20:30', 'Saturday 10:30-20:30', 'Sunday 10:30-20:30']",,"['Restaurants', 'Specialty Food', 'Food', 'Sandwiches', 'Pretzels']",40.1955803184,4.0,"[""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True']",-88.4000484008,201 N Lombard,61853,IL,0,pnC73AlRWa1MWlIpZe3N1A,business
Naturalis Cafe,Toronto,8,"['Monday 7:30-17:0', 'Tuesday 7:30-17:0', 'Wednesday 7:30-17:0', 'Thursday 7:30-17:0', 'Friday 7:30-17:0', 'Saturday 7:30-17:0', 'Sunday 8:0-17:0']",The Beach,"['Restaurants', 'Bakeries', 'Food', 'Cafes', 'Bagels']",43.6725424,4.0,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'WheelchairAccessible: True']",-79.2899051,"2198 Queen Street E, Suite A",M4E 1E7,ON,1,WkX1kh3KzR_P8yXmrSeNUA,business
Restaurant Kam DO,Saint-Laurent,18,,Saint-Laurent,"['Chinese', 'Restaurants']",45.5140048,3.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no']",-73.6820886,971 Decarie Boul,H4L 3M6,QC,1,NaO8109RYqscYu8fLzURsQ,business
Terra Verde,Montréal,3,,Ville-Marie,"['Restaurants', 'Sandwiches', 'Pizza']",45.5086699,4.5,"[""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'GoodForKids: True', 'RestaurantsAttire: casual', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False']",-73.5539925,,,QC,1,ykNLkmfJqaF9sAWDJiQwLw,business
Mike's Bistro,Surprise,19,"['Monday 10:0-20:0', 'Tuesday 10:0-20:0', 'Wednesday 10:0-20:0', 'Thursday 10:0-20:0', 'Friday 10:0-20:0', 'Saturday 10:0-20:0']",,"['Restaurants', 'Greek', 'Italian']",33.637069,4.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",-112.3560801,"13761 W Bell Rd, Ste 213",85374,AZ,0,tEz-_4c1dxqClu9GdX24MQ,business
Port of Subs,Las Vegas,7,"['Monday 7:0-2:0', 'Tuesday 7:0-2:0', 'Wednesday 7:0-2:0', 'Thursday 7:0-2:0', 'Friday 7:0-2:0', 'Saturday 7:0-2:0', 'Sunday 7:0-0:0']",Eastside,"['Delis', 'Caterers', 'Sandwiches', 'Restaurants', 'Event Planning & Services']",36.1148589,4.5,"['Alcohol: none', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True']",-115.1643875,190 E Flaming Rd,89109,NV,1,0N53m33GANYeHHl-s22d4Q,business
Anthony's Pizza,Pittsburgh,10,,Carrick,"['Restaurants', 'Pizza']",40.396531,3.5,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no']",-79.987919,1820 Brownsville Rd,15210,PA,1,OohsWZ3A0bo8y6N6vi6ePA,business
Old Market Bistro,Madison,3,,Capitol,"['Restaurants', 'American (New)', 'Breakfast & Brunch', 'Pizza']",43.0771005,2.5,"['Alcohol: full_bar', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",-89.3816491,15 N Butler St,53703,WI,0,OuKfLByYHVSwL8yTooQOXw,business
Panera Bread,Madison,16,"['Monday 6:0-21:0', 'Tuesday 6:0-21:0', 'Wednesday 6:0-21:0', 'Thursday 6:0-21:0', 'Friday 6:0-21:0', 'Saturday 6:0-21:0', 'Sunday 7:0-21:0']",Capitol,"['Breakfast & Brunch', 'Food', 'Sandwiches', 'Bagels', 'Salad', 'Restaurants', 'Soup', 'Bakeries']",43.067837,3.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: free']",-89.395321,656 West Washington Ave,53703,WI,1,CfW-088nFNuUF9O7363lwA,business
Dr Deli and the Salad Queen,North York,12,"['Monday 10:0-19:0', 'Tuesday 10:0-19:0', 'Thursday 10:0-19:0', 'Friday 10:0-19:0', 'Saturday 9:0-18:0', 'Sunday 9:0-18:0']",,"['Sandwiches', 'Delis', 'Restaurants']",43.7863955,3.5,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no']",-79.4683854,1881 Steeles Avenue W,M3H 5Y4,ON,0,HbZxMems5cEO8J1fBsw-sg,business
Monterrey Mexican Restaurant,Matthews,46,"['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-23:0', 'Saturday 12:0-23:0', 'Sunday 11:30-22:0']",,"['Mexican', 'Restaurants']",35.1357117,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",-80.7126734,9623 E Independence Blvd,28105,NC,1,b-0q4xbL6EWYUqnwqcYM4Q,business
LongHorn Steakhouse,Matthews,33,"['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-22:0']",,"['Steakhouses', 'American (Traditional)', 'Restaurants', 'Barbeque']",35.132053,3.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'DogsAllowed: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",-80.711299,9950 E Independence Blvd,28105,NC,1,LQQw_vRWCKTYDCaMdWeUdg,business
La Gondola,Kirkcaldy,4,,,"['Italian', 'Restaurants']",56.1154561,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: loud', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: False', 'WheelchairAccessible: True', 'WiFi: no']",-3.1527429,435 High Street,KY1 2SG,FIF,1,HgCrAHwgvYK8OyX_hi4Bgw,business
Tokyo Sushi House,Toronto,75,"['Monday 10:30-22:30', 'Tuesday 10:30-22:30', 'Wednesday 10:30-22:30', 'Thursday 10:30-22:30', 'Friday 10:30-22:30', 'Saturday 10:30-22:30', 'Sunday 12:0-22:0']",Downtown Core,"['Restaurants', 'Sushi Bars', 'Japanese']",43.6654186,4.0,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no']",-79.3871322,33 St Joseph Street,M4Y 1J8,ON,1,bNHeKmkBx5emT9xLfdWyjw,business
Arby's,Solon,10,,,"['Fast Food', 'Sandwiches', 'Restaurants', 'Salad']",41.3858272,1.5,"['BusinessAcceptsCreditCards: True', 'GoodForKids: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTakeOut: False']",-81.4372039,6375 Som Center Rd,44139,OH,1,tDwEWVmt1L0cDqnJqWtqkg,business
Marcella's Italian Kitchen,Scottsdale,58,"['Monday 15:0-22:0', 'Tuesday 15:0-22:0', 'Wednesday 15:0-22:0', 'Thursday 15:0-22:0', 'Friday 15:0-23:0', 'Saturday 15:0-23:0', 'Sunday 15:0-21:0']",,"['Restaurants', 'Italian']",33.5025941,3.0,"['Alcohol: full_bar', ""Ambience: {'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",-111.9296765,"7014 E Camelback Rd, Ste 1423",85251,AZ,0,5SEwzlWlrxSVyZx3IgXwLg,business
Zante,Saint-Laurent,3,"['Monday 11:30-15:0', 'Monday 17:30-0:0', 'Tuesday 11:30-15:0', 'Tuesday 17:30-0:0', 'Wednesday 11:30-15:0', 'Wednesday 17:30-0:0', 'Thursday 11:30-15:0', 'Thursday 17:30-0:0', 'Friday 11:30-15:0', 'Friday 17:30-2:0', 'Saturday 17:30-2:0', 'Sunday 17:30-0:0']",Ahunstic-Cartierville,"['Restaurants', 'Greek']",45.5315060353,3.5,"['BikeParking: True', 'GoodForKids: True', 'OutdoorSeating: True', 'RestaurantsAttire: dressy', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 3', 'RestaurantsReservations: True', 'RestaurantsTableService: True', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery: False']",-73.6510559544,9030 Boulevard de l'Acadie,H4N,QC,1,ene4kjtpR11Leves43JunQ,business
Sports Rock Cafe,Pittsburgh,6,"['Monday 11:30-2:0', 'Tuesday 11:30-2:0', 'Wednesday 11:30-2:0', 'Thursday 11:30-2:0', 'Friday 11:30-2:0', 'Saturday 11:30-2:0']",Strip District,"['American (Traditional)', 'Restaurants']",40.4484631,2.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: False', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",-79.9894086,1400 Smallman St,15222,PA,0,3yOAOV1ZlrhSWgANFWDWDA,business
Paradise Place Jamaican Cuisine,Las Vegas,17,"['Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-21:0', 'Saturday 11:0-21:0', 'Sunday 11:0-19:0']",Westside,"['Caribbean', 'Seafood', 'Food', 'Restaurants']",36.1433067322,4.5,"['RestaurantsTableService: True', 'Alcohol: none', 'BikeParking: False', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'HasTV: True', 'OutdoorSeating: False', 'RestaurantsDelivery: True', 'RestaurantsReservations: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free', 'NoiseLevel: quiet', 'RestaurantsPriceRange2: 2', 'GoodForKids: True', 'RestaurantsAttire: casual', 'RestaurantsGoodForGroups: True', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}""]",-115.253547668,"7365 W Sahara Ave, Ste B & C",89117,NV,1,0EpnzIpeFvhISkxMTIv9WA,business
Jean's Southern Cuisine,Wilkinsburg,8,"['Thursday 11:30-19:0', 'Friday 11:30-19:0', 'Saturday 9:0-19:0', 'Sunday 14:0-19:0']",,"['Soul Food', 'Restaurants']",40.4433014,3.0,"['GoodForKids: True', 'RestaurantsGoodForGroups: True', 'RestaurantsTakeOut: True']",-79.8803169,807 Wallace Ave,15221,PA,1,Pz_qQdmstSxmyFw1r0enDw,business
Pulp Kitchen,Toronto,12,"['Monday 9:0-19:0', 'Tuesday 9:0-19:0', 'Wednesday 9:0-19:0', 'Thursday 9:0-19:0', 'Friday 9:0-19:0', 'Saturday 10:0-16:0', 'Sunday 10:0-16:0']",Leslieville,"['Food', 'Restaurants', 'Juice Bars & Smoothies', 'Sandwiches', 'Vegetarian']",43.6621626,3.5,"['Alcohol: none', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",-79.3347124,1129 Queen St E,M4M 1L1,ON,0,2pAaYEpVsAy3XNLpmPxCoA,business
Bea's Taqueria,Pittsburgh,9,,South Side,"['Restaurants', 'Mexican']",40.4282646,4.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True']",-79.9739887,2212 E Carson St,15203,PA,0,QI7XeQ11U4D-A5uRcah5Iw,business
Altamimi Restutant,Phoenix,3,,,"['Restaurants', 'Halal', 'Middle Eastern']",33.5526345293,5.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True']",-112.133384841,3411 W Northern Ave,85051,AZ,1,UD-MGa52sWJLeElUZDTRPA,business
Smallman Galley,Pittsburgh,177,"['Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-0:0', 'Saturday 10:0-0:0', 'Sunday 10:0-15:0']",Strip District,"['Bars', 'American (New)', 'American (Traditional)', 'Coffee & Tea', 'Restaurants', 'Nightlife', 'Food']",40.4521777,4.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", ""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'CoatCheck: False', 'GoodForDancing: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}"", 'HappyHour: True', 'HasTV: True', ""Music: {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'Smoking: no', 'WheelchairAccessible: True', 'WiFi: free']",-79.9837408,54 21st St,15222,PA,1,MKYcOZSpMwJK7uwacK13EA,business
Taco Bell,Mesa,5,"['Monday 8:0-0:0', 'Tuesday 8:0-0:0', 'Wednesday 8:0-0:0', 'Thursday 8:0-0:0', 'Friday 8:0-1:0', 'Saturday 8:0-1:0', 'Sunday 8:0-0:0']",,"['Restaurants', 'Mexican', 'Tex-Mex', 'Fast Food']",33.40791,3.5,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', 'DriveThru: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True']",-111.77313,2663 E Broadway Rd.,85204,AZ,1,HESW9RuZLvRAGZEfBOy0zA,business
